"Kod";"Nazwa";"Dochody";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0809000;"Powiat zielonogórski";"ogółem";"2016";68541708,21;"zł";"";
0809000;"Powiat zielonogórski";"ogółem";"2017";71974437,62;"zł";"";
0809000;"Powiat zielonogórski";"ogółem";"2018";75535831,16;"zł";"";
0810000;"Powiat żagański";"ogółem";"2014";71465228,03;"zł";"";
0810000;"Powiat żagański";"ogółem";"2015";67902025,35;"zł";"";
0810000;"Powiat żagański";"ogółem";"2016";70670575,29;"zł";"";
0810000;"Powiat żagański";"ogółem";"2017";75131986,25;"zł";"";
0810000;"Powiat żagański";"ogółem";"2018";83088002,60;"zł";"";
0811000;"Powiat żarski";"ogółem";"2014";105140616,52;"zł";"";
0811000;"Powiat żarski";"ogółem";"2015";99487011,58;"zł";"";
0811000;"Powiat żarski";"ogółem";"2016";97632609,79;"zł";"";
0811000;"Powiat żarski";"ogółem";"2017";113381166,27;"zł";"";
0811000;"Powiat żarski";"ogółem";"2018";110572922,31;"zł";"";
0812000;"Powiat wschowski";"ogółem";"2014";36236238,13;"zł";"";
0812000;"Powiat wschowski";"ogółem";"2015";36614552,68;"zł";"";
0812000;"Powiat wschowski";"ogółem";"2016";36674109,75;"zł";"";
0812000;"Powiat wschowski";"ogółem";"2017";42344014,10;"zł";"";
0812000;"Powiat wschowski";"ogółem";"2018";41361920,26;"zł";"";
1001000;"Powiat bełchatowski";"ogółem";"2014";117239269,92;"zł";"";
1001000;"Powiat bełchatowski";"ogółem";"2015";120990087,27;"zł";"";
1001000;"Powiat bełchatowski";"ogółem";"2016";122876978,03;"zł";"";
1001000;"Powiat bełchatowski";"ogółem";"2017";122777886,54;"zł";"";
1001000;"Powiat bełchatowski";"ogółem";"2018";121694595,72;"zł";"";
1002000;"Powiat kutnowski";"ogółem";"2014";103183154,95;"zł";"";
1002000;"Powiat kutnowski";"ogółem";"2015";101097453,13;"zł";"";
1002000;"Powiat kutnowski";"ogółem";"2016";112495594,80;"zł";"";
1002000;"Powiat kutnowski";"ogółem";"2017";113102758,57;"zł";"";
1002000;"Powiat kutnowski";"ogółem";"2018";117477794,02;"zł";"";
1003000;"Powiat łaski";"ogółem";"2014";42915095,68;"zł";"";
1003000;"Powiat łaski";"ogółem";"2015";42312498,50;"zł";"";
1003000;"Powiat łaski";"ogółem";"2016";43124691,30;"zł";"";
1003000;"Powiat łaski";"ogółem";"2017";45912443,09;"zł";"";
1003000;"Powiat łaski";"ogółem";"2018";47934114,85;"zł";"";
1004000;"Powiat łęczycki";"ogółem";"2014";58624750,39;"zł";"";
1004000;"Powiat łęczycki";"ogółem";"2015";55862332,76;"zł";"";
1004000;"Powiat łęczycki";"ogółem";"2016";52871441,32;"zł";"";
1004000;"Powiat łęczycki";"ogółem";"2017";59054451,60;"zł";"";
1004000;"Powiat łęczycki";"ogółem";"2018";56366810,38;"zł";"";
1005000;"Powiat łowicki";"ogółem";"2014";70109173,45;"zł";"";
1005000;"Powiat łowicki";"ogółem";"2015";70060787,28;"zł";"";
1005000;"Powiat łowicki";"ogółem";"2016";69064509,59;"zł";"";
1005000;"Powiat łowicki";"ogółem";"2017";75064670,85;"zł";"";
1005000;"Powiat łowicki";"ogółem";"2018";82010806,82;"zł";"";
1006000;"Powiat łódzki wschodni";"ogółem";"2014";46238150,08;"zł";"";
1006000;"Powiat łódzki wschodni";"ogółem";"2015";46187647,65;"zł";"";
1006000;"Powiat łódzki wschodni";"ogółem";"2016";54956513,78;"zł";"";
1006000;"Powiat łódzki wschodni";"ogółem";"2017";61381397,62;"zł";"";
1006000;"Powiat łódzki wschodni";"ogółem";"2018";64045160,22;"zł";"";
1007000;"Powiat opoczyński";"ogółem";"2014";67429917,94;"zł";"";
1007000;"Powiat opoczyński";"ogółem";"2015";66392345,14;"zł";"";
1007000;"Powiat opoczyński";"ogółem";"2016";68103471,74;"zł";"";
1007000;"Powiat opoczyński";"ogółem";"2017";68968367,90;"zł";"";
1007000;"Powiat opoczyński";"ogółem";"2018";74870649,79;"zł";"";
1008000;"Powiat pabianicki";"ogółem";"2014";91348228,92;"zł";"";
1008000;"Powiat pabianicki";"ogółem";"2015";86996664,25;"zł";"";
1008000;"Powiat pabianicki";"ogółem";"2016";89579264,38;"zł";"";
1008000;"Powiat pabianicki";"ogółem";"2017";97198226,11;"zł";"";
1008000;"Powiat pabianicki";"ogółem";"2018";106409823,27;"zł";"";
1009000;"Powiat pajęczański";"ogółem";"2014";39633912,15;"zł";"";
1009000;"Powiat pajęczański";"ogółem";"2015";37827886,85;"zł";"";
1009000;"Powiat pajęczański";"ogółem";"2016";39188887,81;"zł";"";
1009000;"Powiat pajęczański";"ogółem";"2017";39374012,83;"zł";"";
1009000;"Powiat pajęczański";"ogółem";"2018";46035275,90;"zł";"";
1010000;"Powiat piotrkowski";"ogółem";"2014";70206974,02;"zł";"";
1010000;"Powiat piotrkowski";"ogółem";"2015";65780770,62;"zł";"";
1010000;"Powiat piotrkowski";"ogółem";"2016";69425833,26;"zł";"";
1010000;"Powiat piotrkowski";"ogółem";"2017";73752528,71;"zł";"";
1010000;"Powiat piotrkowski";"ogółem";"2018";74186108,76;"zł";"";
1011000;"Powiat poddębicki";"ogółem";"2014";37164906,82;"zł";"";
1011000;"Powiat poddębicki";"ogółem";"2015";39996969,76;"zł";"";
1011000;"Powiat poddębicki";"ogółem";"2016";40977571,81;"zł";"";
1011000;"Powiat poddębicki";"ogółem";"2017";44637160,63;"zł";"";
1011000;"Powiat poddębicki";"ogółem";"2018";45520091,12;"zł";"";
1012000;"Powiat radomszczański";"ogółem";"2014";95516595,02;"zł";"";
1012000;"Powiat radomszczański";"ogółem";"2015";98210976,84;"zł";"";
1012000;"Powiat radomszczański";"ogółem";"2016";105071487,49;"zł";"";
1012000;"Powiat radomszczański";"ogółem";"2017";105269068,53;"zł";"";
1012000;"Powiat radomszczański";"ogółem";"2018";105743971,55;"zł";"";
1013000;"Powiat rawski";"ogółem";"2014";49397662,87;"zł";"";
1013000;"Powiat rawski";"ogółem";"2015";49804243,02;"zł";"";
1013000;"Powiat rawski";"ogółem";"2016";51665881,78;"zł";"";
1013000;"Powiat rawski";"ogółem";"2017";52639218,64;"zł";"";
1013000;"Powiat rawski";"ogółem";"2018";54372893,72;"zł";"";
1014000;"Powiat sieradzki";"ogółem";"2014";118801948,46;"zł";"";
1014000;"Powiat sieradzki";"ogółem";"2015";113162981,01;"zł";"";
1014000;"Powiat sieradzki";"ogółem";"2016";118691063,34;"zł";"";
1014000;"Powiat sieradzki";"ogółem";"2017";123739554,01;"zł";"";
1014000;"Powiat sieradzki";"ogółem";"2018";131917715,39;"zł";"";
1015000;"Powiat skierniewicki";"ogółem";"2014";19378281,91;"zł";"";
1015000;"Powiat skierniewicki";"ogółem";"2015";18324548,03;"zł";"";
1015000;"Powiat skierniewicki";"ogółem";"2016";22002596,94;"zł";"";
1015000;"Powiat skierniewicki";"ogółem";"2017";22313850,17;"zł";"";
1015000;"Powiat skierniewicki";"ogółem";"2018";23907294,89;"zł";"";
1016000;"Powiat tomaszowski";"ogółem";"2014";106945115,34;"zł";"";
1016000;"Powiat tomaszowski";"ogółem";"2015";102978771,90;"zł";"";
1016000;"Powiat tomaszowski";"ogółem";"2016";112381546,46;"zł";"";
1016000;"Powiat tomaszowski";"ogółem";"2017";114234743,29;"zł";"";
1016000;"Powiat tomaszowski";"ogółem";"2018";127754536,44;"zł";"";
1017000;"Powiat wieluński";"ogółem";"2014";70168805,04;"zł";"";
1017000;"Powiat wieluński";"ogółem";"2015";72778515,08;"zł";"";
1017000;"Powiat wieluński";"ogółem";"2016";78744491,75;"zł";"";
1017000;"Powiat wieluński";"ogółem";"2017";83197317,55;"zł";"";
1017000;"Powiat wieluński";"ogółem";"2018";87542048,57;"zł";"";
1018000;"Powiat wieruszowski";"ogółem";"2014";38005111,61;"zł";"";
1018000;"Powiat wieruszowski";"ogółem";"2015";38620055,37;"zł";"";
1018000;"Powiat wieruszowski";"ogółem";"2016";41916119,31;"zł";"";
1018000;"Powiat wieruszowski";"ogółem";"2017";46039007,37;"zł";"";
1018000;"Powiat wieruszowski";"ogółem";"2018";53371218,96;"zł";"";
1019000;"Powiat zduńskowolski";"ogółem";"2014";74851677,98;"zł";"";
1019000;"Powiat zduńskowolski";"ogółem";"2015";76599896,66;"zł";"";
1019000;"Powiat zduńskowolski";"ogółem";"2016";77899641,92;"zł";"";
1019000;"Powiat zduńskowolski";"ogółem";"2017";81638447,50;"zł";"";
1019000;"Powiat zduńskowolski";"ogółem";"2018";96407131,90;"zł";"";
1020000;"Powiat zgierski";"ogółem";"2014";118688431,80;"zł";"";
1020000;"Powiat zgierski";"ogółem";"2015";119343275,25;"zł";"";
1020000;"Powiat zgierski";"ogółem";"2016";125689371,85;"zł";"";
1020000;"Powiat zgierski";"ogółem";"2017";128614903,47;"zł";"";
1020000;"Powiat zgierski";"ogółem";"2018";141214754,41;"zł";"";
1021000;"Powiat brzeziński";"ogółem";"2014";29768614,62;"zł";"";
1021000;"Powiat brzeziński";"ogółem";"2015";31148851,11;"zł";"";
1021000;"Powiat brzeziński";"ogółem";"2016";28383164,33;"zł";"";
1021000;"Powiat brzeziński";"ogółem";"2017";30170343,50;"zł";"";
1021000;"Powiat brzeziński";"ogółem";"2018";34376152,49;"zł";"";
1201000;"Powiat bocheński";"ogółem";"2014";103036939,70;"zł";"";
1201000;"Powiat bocheński";"ogółem";"2015";97239531,74;"zł";"";
1201000;"Powiat bocheński";"ogółem";"2016";96609282,71;"zł";"";
1201000;"Powiat bocheński";"ogółem";"2017";103725458,03;"zł";"";
1201000;"Powiat bocheński";"ogółem";"2018";114035927,53;"zł";"";
1202000;"Powiat brzeski";"ogółem";"2014";75467786,47;"zł";"";
1202000;"Powiat brzeski";"ogółem";"2015";79836246,06;"zł";"";
1202000;"Powiat brzeski";"ogółem";"2016";71933602,51;"zł";"";
1202000;"Powiat brzeski";"ogółem";"2017";72786914,49;"zł";"";
1202000;"Powiat brzeski";"ogółem";"2018";85193013,76;"zł";"";
1203000;"Powiat chrzanowski";"ogółem";"2014";95767619,33;"zł";"";
1203000;"Powiat chrzanowski";"ogółem";"2015";98956078,89;"zł";"";
1203000;"Powiat chrzanowski";"ogółem";"2016";95632487,34;"zł";"";
1203000;"Powiat chrzanowski";"ogółem";"2017";98037378,68;"zł";"";
1203000;"Powiat chrzanowski";"ogółem";"2018";108162270,29;"zł";"";
1204000;"Powiat dąbrowski";"ogółem";"2014";50271852,52;"zł";"";
1204000;"Powiat dąbrowski";"ogółem";"2015";48225587,34;"zł";"";
1204000;"Powiat dąbrowski";"ogółem";"2016";46437004,54;"zł";"";
1204000;"Powiat dąbrowski";"ogółem";"2017";47816076,28;"zł";"";
1204000;"Powiat dąbrowski";"ogółem";"2018";50435228,89;"zł";"";
1205000;"Powiat gorlicki";"ogółem";"2014";113738147,76;"zł";"";
1205000;"Powiat gorlicki";"ogółem";"2015";141917187,81;"zł";"";
1205000;"Powiat gorlicki";"ogółem";"2016";110956598,05;"zł";"";
1205000;"Powiat gorlicki";"ogółem";"2017";106573338,13;"zł";"";
1205000;"Powiat gorlicki";"ogółem";"2018";116865267,43;"zł";"";
1206000;"Powiat krakowski";"ogółem";"2014";165029128,45;"zł";"";
1206000;"Powiat krakowski";"ogółem";"2015";172636897,16;"zł";"";
1206000;"Powiat krakowski";"ogółem";"2016";185892262,86;"zł";"";
1206000;"Powiat krakowski";"ogółem";"2017";204070155,81;"zł";"";
1206000;"Powiat krakowski";"ogółem";"2018";221184095,54;"zł";"";
1207000;"Powiat limanowski";"ogółem";"2014";122902280,69;"zł";"";
1207000;"Powiat limanowski";"ogółem";"2015";120646808,12;"zł";"";
1207000;"Powiat limanowski";"ogółem";"2016";124401656,93;"zł";"";
1207000;"Powiat limanowski";"ogółem";"2017";124918600,43;"zł";"";
1207000;"Powiat limanowski";"ogółem";"2018";138714769,10;"zł";"";
1208000;"Powiat miechowski";"ogółem";"2014";56391812,03;"zł";"";
1208000;"Powiat miechowski";"ogółem";"2015";62060249,08;"zł";"";
1208000;"Powiat miechowski";"ogółem";"2016";57719338,38;"zł";"";
1208000;"Powiat miechowski";"ogółem";"2017";57859165,40;"zł";"";
1208000;"Powiat miechowski";"ogółem";"2018";66781394,83;"zł";"";
1209000;"Powiat myślenicki";"ogółem";"2014";104213437,17;"zł";"";
1209000;"Powiat myślenicki";"ogółem";"2015";95795277,03;"zł";"";
1209000;"Powiat myślenicki";"ogółem";"2016";98827298,43;"zł";"";
1209000;"Powiat myślenicki";"ogółem";"2017";107140804,32;"zł";"";
1209000;"Powiat myślenicki";"ogółem";"2018";115426682,49;"zł";"";
1210000;"Powiat nowosądecki";"ogółem";"2014";136365563,59;"zł";"";
1210000;"Powiat nowosądecki";"ogółem";"2015";168871408,94;"zł";"";
1210000;"Powiat nowosądecki";"ogółem";"2016";131233843,80;"zł";"";
1210000;"Powiat nowosądecki";"ogółem";"2017";136031247,12;"zł";"";
1210000;"Powiat nowosądecki";"ogółem";"2018";156882296,49;"zł";"";
1211000;"Powiat nowotarski";"ogółem";"2014";164179664,34;"zł";"";
1211000;"Powiat nowotarski";"ogółem";"2015";156057158,23;"zł";"";
1211000;"Powiat nowotarski";"ogółem";"2016";159269958,79;"zł";"";
1211000;"Powiat nowotarski";"ogółem";"2017";171781518,56;"zł";"";
1211000;"Powiat nowotarski";"ogółem";"2018";164249131,20;"zł";"";
1212000;"Powiat olkuski";"ogółem";"2014";98750826,06;"zł";"";
1212000;"Powiat olkuski";"ogółem";"2015";102393067,82;"zł";"";
1212000;"Powiat olkuski";"ogółem";"2016";102469358,22;"zł";"";
1212000;"Powiat olkuski";"ogółem";"2017";108548481,02;"zł";"";
1212000;"Powiat olkuski";"ogółem";"2018";118687674,81;"zł";"";
1213000;"Powiat oświęcimski";"ogółem";"2014";151952812,98;"zł";"";
1213000;"Powiat oświęcimski";"ogółem";"2015";141967978,76;"zł";"";
1213000;"Powiat oświęcimski";"ogółem";"2016";156988980,91;"zł";"";
1213000;"Powiat oświęcimski";"ogółem";"2017";155975815,59;"zł";"";
1213000;"Powiat oświęcimski";"ogółem";"2018";163732465,30;"zł";"";
1214000;"Powiat proszowicki";"ogółem";"2014";34458165,62;"zł";"";
1214000;"Powiat proszowicki";"ogółem";"2015";36995071,43;"zł";"";
1214000;"Powiat proszowicki";"ogółem";"2016";39469536,87;"zł";"";
1214000;"Powiat proszowicki";"ogółem";"2017";41305688,66;"zł";"";
1214000;"Powiat proszowicki";"ogółem";"2018";44439427,93;"zł";"";
1215000;"Powiat suski";"ogółem";"2014";82540492,24;"zł";"";
1215000;"Powiat suski";"ogółem";"2015";83251312,86;"zł";"";
1215000;"Powiat suski";"ogółem";"2016";79523865,42;"zł";"";
1215000;"Powiat suski";"ogółem";"2017";87475164,55;"zł";"";
1215000;"Powiat suski";"ogółem";"2018";90992473,50;"zł";"";
1216000;"Powiat tarnowski";"ogółem";"2014";120641781,55;"zł";"";
1216000;"Powiat tarnowski";"ogółem";"2015";116156665,04;"zł";"";
1216000;"Powiat tarnowski";"ogółem";"2016";125938917,64;"zł";"";
1216000;"Powiat tarnowski";"ogółem";"2017";131323613,44;"zł";"";
1216000;"Powiat tarnowski";"ogółem";"2018";151683294,90;"zł";"";
1217000;"Powiat tatrzański";"ogółem";"2014";67343589,49;"zł";"";
1217000;"Powiat tatrzański";"ogółem";"2015";59185173,05;"zł";"";
1217000;"Powiat tatrzański";"ogółem";"2016";61039956,39;"zł";"";
1217000;"Powiat tatrzański";"ogółem";"2017";69267700,98;"zł";"";
1217000;"Powiat tatrzański";"ogółem";"2018";63699315,85;"zł";"";
1218000;"Powiat wadowicki";"ogółem";"2014";121976894,80;"zł";"";
1218000;"Powiat wadowicki";"ogółem";"2015";133981547,35;"zł";"";
1218000;"Powiat wadowicki";"ogółem";"2016";134943815,06;"zł";"";
1218000;"Powiat wadowicki";"ogółem";"2017";140212126,58;"zł";"";
1218000;"Powiat wadowicki";"ogółem";"2018";150709026,14;"zł";"";
1219000;"Powiat wielicki";"ogółem";"2014";68270109,24;"zł";"";
1219000;"Powiat wielicki";"ogółem";"2015";73691356,35;"zł";"";
1219000;"Powiat wielicki";"ogółem";"2016";77293849,75;"zł";"";
1219000;"Powiat wielicki";"ogółem";"2017";91311100,80;"zł";"";
1219000;"Powiat wielicki";"ogółem";"2018";90432245,40;"zł";"";
1401000;"Powiat białobrzeski";"ogółem";"2014";30601125,71;"zł";"";
1401000;"Powiat białobrzeski";"ogółem";"2015";33269576,60;"zł";"";
1401000;"Powiat białobrzeski";"ogółem";"2016";30727928,57;"zł";"";
1401000;"Powiat białobrzeski";"ogółem";"2017";30864153,87;"zł";"";
1401000;"Powiat białobrzeski";"ogółem";"2018";40602168,15;"zł";"";
1402000;"Powiat ciechanowski";"ogółem";"2014";101107629,38;"zł";"";
1402000;"Powiat ciechanowski";"ogółem";"2015";90853328,59;"zł";"";
1402000;"Powiat ciechanowski";"ogółem";"2016";97992748,10;"zł";"";
1402000;"Powiat ciechanowski";"ogółem";"2017";95594688,56;"zł";"";
1402000;"Powiat ciechanowski";"ogółem";"2018";109791220,87;"zł";"";
1403000;"Powiat garwoliński";"ogółem";"2014";118601567,59;"zł";"";
1403000;"Powiat garwoliński";"ogółem";"2015";104312094,63;"zł";"";
1403000;"Powiat garwoliński";"ogółem";"2016";100789379,55;"zł";"";
1403000;"Powiat garwoliński";"ogółem";"2017";118385279,78;"zł";"";
1403000;"Powiat garwoliński";"ogółem";"2018";117699026,84;"zł";"";
1404000;"Powiat gostyniński";"ogółem";"2014";51612775,24;"zł";"";
1404000;"Powiat gostyniński";"ogółem";"2015";49557961,73;"zł";"";
1404000;"Powiat gostyniński";"ogółem";"2016";52056472,75;"zł";"";
1404000;"Powiat gostyniński";"ogółem";"2017";54393246,38;"zł";"";
1404000;"Powiat gostyniński";"ogółem";"2018";57461812,12;"zł";"";
1405000;"Powiat grodziski";"ogółem";"2014";78748020,41;"zł";"";
1405000;"Powiat grodziski";"ogółem";"2015";79025152,32;"zł";"";
1405000;"Powiat grodziski";"ogółem";"2016";89720532,01;"zł";"";
1405000;"Powiat grodziski";"ogółem";"2017";89842928,23;"zł";"";
1405000;"Powiat grodziski";"ogółem";"2018";103597693,97;"zł";"";
1406000;"Powiat grójecki";"ogółem";"2014";90430644,87;"zł";"";
1406000;"Powiat grójecki";"ogółem";"2015";90202928,47;"zł";"";
1406000;"Powiat grójecki";"ogółem";"2016";91541371,63;"zł";"";
1406000;"Powiat grójecki";"ogółem";"2017";97053428,12;"zł";"";
1406000;"Powiat grójecki";"ogółem";"2018";108606448,76;"zł";"";
1407000;"Powiat kozienicki";"ogółem";"2014";55330845,14;"zł";"";
1407000;"Powiat kozienicki";"ogółem";"2015";57537606,89;"zł";"";
1407000;"Powiat kozienicki";"ogółem";"2016";56192094,30;"zł";"";
1407000;"Powiat kozienicki";"ogółem";"2017";59406564,80;"zł";"";
1407000;"Powiat kozienicki";"ogółem";"2018";60751850,47;"zł";"";
1408000;"Powiat legionowski";"ogółem";"2014";87823717,85;"zł";"";
1408000;"Powiat legionowski";"ogółem";"2015";90204382,79;"zł";"";
1408000;"Powiat legionowski";"ogółem";"2016";90142020,71;"zł";"";
1408000;"Powiat legionowski";"ogółem";"2017";95819972,97;"zł";"";
1408000;"Powiat legionowski";"ogółem";"2018";100771313,53;"zł";"";
1409000;"Powiat lipski";"ogółem";"2014";44829129,74;"zł";"";
1409000;"Powiat lipski";"ogółem";"2015";43118453,07;"zł";"";
1409000;"Powiat lipski";"ogółem";"2016";43285126,99;"zł";"";
1409000;"Powiat lipski";"ogółem";"2017";46514587,49;"zł";"";
1409000;"Powiat lipski";"ogółem";"2018";49828130,45;"zł";"";
1410000;"Powiat łosicki";"ogółem";"2014";42603712,96;"zł";"";
1410000;"Powiat łosicki";"ogółem";"2015";39289772,38;"zł";"";
1410000;"Powiat łosicki";"ogółem";"2016";32872224,01;"zł";"";
1410000;"Powiat łosicki";"ogółem";"2017";44058086,28;"zł";"";
1410000;"Powiat łosicki";"ogółem";"2018";46005577,62;"zł";"";
1411000;"Powiat makowski";"ogółem";"2014";49944704,77;"zł";"";
1411000;"Powiat makowski";"ogółem";"2015";46906830,06;"zł";"";
1411000;"Powiat makowski";"ogółem";"2016";49978796,26;"zł";"";
1411000;"Powiat makowski";"ogółem";"2017";49994063,16;"zł";"";
1411000;"Powiat makowski";"ogółem";"2018";54127003,43;"zł";"";
1412000;"Powiat miński";"ogółem";"2014";120244122,69;"zł";"";
1412000;"Powiat miński";"ogółem";"2015";125173193,29;"zł";"";
1412000;"Powiat miński";"ogółem";"2016";136816170,48;"zł";"";
1412000;"Powiat miński";"ogółem";"2017";136600485,91;"zł";"";
1412000;"Powiat miński";"ogółem";"2018";154128612,18;"zł";"";
1413000;"Powiat mławski";"ogółem";"2014";69026618,19;"zł";"";
1413000;"Powiat mławski";"ogółem";"2015";66507654,31;"zł";"";
1413000;"Powiat mławski";"ogółem";"2016";70696935,51;"zł";"";
1413000;"Powiat mławski";"ogółem";"2017";72622628,83;"zł";"";
1413000;"Powiat mławski";"ogółem";"2018";79037021,88;"zł";"";
1414000;"Powiat nowodworski";"ogółem";"2014";53316823,94;"zł";"";
1414000;"Powiat nowodworski";"ogółem";"2015";58967747,03;"zł";"";
1414000;"Powiat nowodworski";"ogółem";"2016";64409156,58;"zł";"";
1414000;"Powiat nowodworski";"ogółem";"2017";65375831,06;"zł";"";
1414000;"Powiat nowodworski";"ogółem";"2018";73730991,14;"zł";"";
1415000;"Powiat ostrołęcki";"ogółem";"2014";70414162,89;"zł";"";
1415000;"Powiat ostrołęcki";"ogółem";"2015";89926692,36;"zł";"";
1415000;"Powiat ostrołęcki";"ogółem";"2016";82714726,93;"zł";"";
1415000;"Powiat ostrołęcki";"ogółem";"2017";75612644,36;"zł";"";
1415000;"Powiat ostrołęcki";"ogółem";"2018";85214395,36;"zł";"";
1416000;"Powiat ostrowski";"ogółem";"2014";64316583,97;"zł";"";
1416000;"Powiat ostrowski";"ogółem";"2015";63250022,55;"zł";"";
1416000;"Powiat ostrowski";"ogółem";"2016";61870384,26;"zł";"";
1416000;"Powiat ostrowski";"ogółem";"2017";62936498,88;"zł";"";
1416000;"Powiat ostrowski";"ogółem";"2018";72555565,52;"zł";"";
1417000;"Powiat otwocki";"ogółem";"2014";109073534,78;"zł";"";
1417000;"Powiat otwocki";"ogółem";"2015";113412610,88;"zł";"";
1417000;"Powiat otwocki";"ogółem";"2016";119031147,34;"zł";"";
1417000;"Powiat otwocki";"ogółem";"2017";135769078,54;"zł";"";
1417000;"Powiat otwocki";"ogółem";"2018";145269730,18;"zł";"";
1418000;"Powiat piaseczyński";"ogółem";"2014";192040367,44;"zł";"";
1418000;"Powiat piaseczyński";"ogółem";"2015";192093938,70;"zł";"";
1418000;"Powiat piaseczyński";"ogółem";"2016";216951347,21;"zł";"";
1418000;"Powiat piaseczyński";"ogółem";"2017";222911666,83;"zł";"";
1418000;"Powiat piaseczyński";"ogółem";"2018";250738662,83;"zł";"";
1419000;"Powiat płocki";"ogółem";"2014";101297880,86;"zł";"";
1419000;"Powiat płocki";"ogółem";"2015";91164769,71;"zł";"";
1419000;"Powiat płocki";"ogółem";"2016";95551321,22;"zł";"";
1419000;"Powiat płocki";"ogółem";"2017";101008528,54;"zł";"";
1419000;"Powiat płocki";"ogółem";"2018";106627024,16;"zł";"";
1420000;"Powiat płoński";"ogółem";"2014";88681066,04;"zł";"";
1420000;"Powiat płoński";"ogółem";"2015";81318869,85;"zł";"";
1420000;"Powiat płoński";"ogółem";"2016";87738438,03;"zł";"";
1420000;"Powiat płoński";"ogółem";"2017";96726116,47;"zł";"";
1420000;"Powiat płoński";"ogółem";"2018";120728939,35;"zł";"";
1421000;"Powiat pruszkowski";"ogółem";"2014";132349121,42;"zł";"";
1421000;"Powiat pruszkowski";"ogółem";"2015";131240921,33;"zł";"";
1421000;"Powiat pruszkowski";"ogółem";"2016";142338593,58;"zł";"";
1421000;"Powiat pruszkowski";"ogółem";"2017";151327741,24;"zł";"";
1421000;"Powiat pruszkowski";"ogółem";"2018";175160856,52;"zł";"";
1422000;"Powiat przasnyski";"ogółem";"2014";83592588,30;"zł";"";
1422000;"Powiat przasnyski";"ogółem";"2015";101989605,69;"zł";"";
1422000;"Powiat przasnyski";"ogółem";"2016";68989369,15;"zł";"";
1422000;"Powiat przasnyski";"ogółem";"2017";90903693,65;"zł";"";
1422000;"Powiat przasnyski";"ogółem";"2018";77073195,21;"zł";"";
1423000;"Powiat przysuski";"ogółem";"2014";76124921,47;"zł";"";
1423000;"Powiat przysuski";"ogółem";"2015";65349551,52;"zł";"";
1423000;"Powiat przysuski";"ogółem";"2016";67305486,33;"zł";"";
1423000;"Powiat przysuski";"ogółem";"2017";70268160,48;"zł";"";
1423000;"Powiat przysuski";"ogółem";"2018";79529811,25;"zł";"";
1424000;"Powiat pułtuski";"ogółem";"2014";67590316,58;"zł";"";
1424000;"Powiat pułtuski";"ogółem";"2015";66256589,56;"zł";"";
1424000;"Powiat pułtuski";"ogółem";"2016";72677738,42;"zł";"";
1424000;"Powiat pułtuski";"ogółem";"2017";76876078,33;"zł";"";
1424000;"Powiat pułtuski";"ogółem";"2018";89998210,02;"zł";"";
1425000;"Powiat radomski";"ogółem";"2014";128996627,60;"zł";"";
1425000;"Powiat radomski";"ogółem";"2015";127549169,59;"zł";"";
1425000;"Powiat radomski";"ogółem";"2016";135077976,26;"zł";"";
1425000;"Powiat radomski";"ogółem";"2017";136874044,33;"zł";"";
1425000;"Powiat radomski";"ogółem";"2018";147468564,72;"zł";"";
1426000;"Powiat siedlecki";"ogółem";"2014";48108632,53;"zł";"";
1426000;"Powiat siedlecki";"ogółem";"2015";50381270,16;"zł";"";
1426000;"Powiat siedlecki";"ogółem";"2016";52924921,19;"zł";"";
1426000;"Powiat siedlecki";"ogółem";"2017";63822349,08;"zł";"";
1426000;"Powiat siedlecki";"ogółem";"2018";81519915,63;"zł";"";
1427000;"Powiat sierpecki";"ogółem";"2014";55151907,15;"zł";"";
1427000;"Powiat sierpecki";"ogółem";"2015";55647860,59;"zł";"";
1427000;"Powiat sierpecki";"ogółem";"2016";57867818,83;"zł";"";
1427000;"Powiat sierpecki";"ogółem";"2017";59970189,90;"zł";"";
1427000;"Powiat sierpecki";"ogółem";"2018";70387567,67;"zł";"";
1428000;"Powiat sochaczewski";"ogółem";"2014";73348036,36;"zł";"";
1428000;"Powiat sochaczewski";"ogółem";"2015";79942266,97;"zł";"";
1428000;"Powiat sochaczewski";"ogółem";"2016";74218721,51;"zł";"";
1428000;"Powiat sochaczewski";"ogółem";"2017";77084548,21;"zł";"";
1428000;"Powiat sochaczewski";"ogółem";"2018";100094556,49;"zł";"";
1429000;"Powiat sokołowski";"ogółem";"2014";50024042,87;"zł";"";
1429000;"Powiat sokołowski";"ogółem";"2015";49516376,63;"zł";"";
1429000;"Powiat sokołowski";"ogółem";"2016";49002395,36;"zł";"";
1429000;"Powiat sokołowski";"ogółem";"2017";48101845,32;"zł";"";
1429000;"Powiat sokołowski";"ogółem";"2018";72662532,81;"zł";"";
1430000;"Powiat szydłowiecki";"ogółem";"2014";38245835,50;"zł";"";
1430000;"Powiat szydłowiecki";"ogółem";"2015";38189689,05;"zł";"";
1430000;"Powiat szydłowiecki";"ogółem";"2016";39532824,66;"zł";"";
1430000;"Powiat szydłowiecki";"ogółem";"2017";40179111,85;"zł";"";
1430000;"Powiat szydłowiecki";"ogółem";"2018";45077144,15;"zł";"";
1432000;"Powiat warszawski zachodni";"ogółem";"2014";124824031,66;"zł";"";
