"Kod";"Nazwa";"Rodzaje dotacji";"Przeznaczenie";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0201000;"Powiat bolesławiecki";"dotacje";"ogółem";"2014";18986939,57;"zł";"";
0201000;"Powiat bolesławiecki";"dotacje";"ogółem";"2015";17720912,55;"zł";"";
0201000;"Powiat bolesławiecki";"dotacje";"ogółem";"2016";18984930,88;"zł";"";
0201000;"Powiat bolesławiecki";"dotacje";"ogółem";"2017";29516963,19;"zł";"";
0201000;"Powiat bolesławiecki";"dotacje";"ogółem";"2018";32401785,52;"zł";"";
0202000;"Powiat dzierżoniowski";"dotacje";"ogółem";"2014";21961967,34;"zł";"";
0202000;"Powiat dzierżoniowski";"dotacje";"ogółem";"2015";17287682,01;"zł";"";
0202000;"Powiat dzierżoniowski";"dotacje";"ogółem";"2016";16579146,77;"zł";"";
0202000;"Powiat dzierżoniowski";"dotacje";"ogółem";"2017";14433149,95;"zł";"";
0202000;"Powiat dzierżoniowski";"dotacje";"ogółem";"2018";21840962,05;"zł";"";
0203000;"Powiat głogowski";"dotacje";"ogółem";"2014";31409180,94;"zł";"";
0203000;"Powiat głogowski";"dotacje";"ogółem";"2015";14279822,82;"zł";"";
0203000;"Powiat głogowski";"dotacje";"ogółem";"2016";14956735,72;"zł";"";
0203000;"Powiat głogowski";"dotacje";"ogółem";"2017";18043883,45;"zł";"";
0203000;"Powiat głogowski";"dotacje";"ogółem";"2018";17912297,22;"zł";"";
0204000;"Powiat górowski";"dotacje";"ogółem";"2014";10056986,95;"zł";"";
0204000;"Powiat górowski";"dotacje";"ogółem";"2015";9614167,36;"zł";"";
0204000;"Powiat górowski";"dotacje";"ogółem";"2016";8125743,60;"zł";"";
0204000;"Powiat górowski";"dotacje";"ogółem";"2017";9341482,42;"zł";"";
0204000;"Powiat górowski";"dotacje";"ogółem";"2018";8933439,83;"zł";"";
0205000;"Powiat jaworski";"dotacje";"ogółem";"2014";16675734,48;"zł";"";
0205000;"Powiat jaworski";"dotacje";"ogółem";"2015";15479717,52;"zł";"";
0205000;"Powiat jaworski";"dotacje";"ogółem";"2016";15603074,10;"zł";"";
0205000;"Powiat jaworski";"dotacje";"ogółem";"2017";15032404,99;"zł";"";
0205000;"Powiat jaworski";"dotacje";"ogółem";"2018";21966292,02;"zł";"";
0206000;"Powiat jeleniogórski";"dotacje";"ogółem";"2014";24443163,61;"zł";"";
0206000;"Powiat jeleniogórski";"dotacje";"ogółem";"2015";24277823,42;"zł";"";
0206000;"Powiat jeleniogórski";"dotacje";"ogółem";"2016";21734855,94;"zł";"";
0206000;"Powiat jeleniogórski";"dotacje";"ogółem";"2017";18350290,39;"zł";"";
0206000;"Powiat jeleniogórski";"dotacje";"ogółem";"2018";26379862,07;"zł";"";
0207000;"Powiat kamiennogórski";"dotacje";"ogółem";"2014";21487995,32;"zł";"";
0207000;"Powiat kamiennogórski";"dotacje";"ogółem";"2015";14387795,80;"zł";"";
0207000;"Powiat kamiennogórski";"dotacje";"ogółem";"2016";13233071,47;"zł";"";
0207000;"Powiat kamiennogórski";"dotacje";"ogółem";"2017";13735921,05;"zł";"";
0207000;"Powiat kamiennogórski";"dotacje";"ogółem";"2018";13722261,62;"zł";"";
0208000;"Powiat kłodzki";"dotacje";"ogółem";"2014";41509820,18;"zł";"";
0208000;"Powiat kłodzki";"dotacje";"ogółem";"2015";38637118,22;"zł";"";
0208000;"Powiat kłodzki";"dotacje";"ogółem";"2016";35264956,89;"zł";"";
0208000;"Powiat kłodzki";"dotacje";"ogółem";"2017";43035744,87;"zł";"";
0208000;"Powiat kłodzki";"dotacje";"ogółem";"2018";53828557,77;"zł";"";
0209000;"Powiat legnicki";"dotacje";"ogółem";"2014";23767067,95;"zł";"";
0209000;"Powiat legnicki";"dotacje";"ogółem";"2015";22689151,91;"zł";"";
0209000;"Powiat legnicki";"dotacje";"ogółem";"2016";22010122,73;"zł";"";
0209000;"Powiat legnicki";"dotacje";"ogółem";"2017";26323141,20;"zł";"";
0209000;"Powiat legnicki";"dotacje";"ogółem";"2018";27083457,89;"zł";"";
0210000;"Powiat lubański";"dotacje";"ogółem";"2014";19466213,47;"zł";"";
0210000;"Powiat lubański";"dotacje";"ogółem";"2015";18945857,02;"zł";"";
0210000;"Powiat lubański";"dotacje";"ogółem";"2016";14632933,92;"zł";"";
0210000;"Powiat lubański";"dotacje";"ogółem";"2017";18244975,64;"zł";"";
0210000;"Powiat lubański";"dotacje";"ogółem";"2018";20817658,03;"zł";"";
0211000;"Powiat lubiński";"dotacje";"ogółem";"2014";13900712,62;"zł";"";
0211000;"Powiat lubiński";"dotacje";"ogółem";"2015";9889427,97;"zł";"";
0211000;"Powiat lubiński";"dotacje";"ogółem";"2016";18948298,77;"zł";"";
0211000;"Powiat lubiński";"dotacje";"ogółem";"2017";28197149,15;"zł";"";
0211000;"Powiat lubiński";"dotacje";"ogółem";"2018";37757884,73;"zł";"";
0212000;"Powiat lwówecki";"dotacje";"ogółem";"2014";18354469,29;"zł";"";
0212000;"Powiat lwówecki";"dotacje";"ogółem";"2015";17077823,40;"zł";"";
0212000;"Powiat lwówecki";"dotacje";"ogółem";"2016";14749983,46;"zł";"";
0212000;"Powiat lwówecki";"dotacje";"ogółem";"2017";13940219,37;"zł";"";
0212000;"Powiat lwówecki";"dotacje";"ogółem";"2018";18244852,31;"zł";"";
0213000;"Powiat milicki";"dotacje";"ogółem";"2014";14983911,96;"zł";"";
0213000;"Powiat milicki";"dotacje";"ogółem";"2015";12712339,07;"zł";"";
0213000;"Powiat milicki";"dotacje";"ogółem";"2016";10346782,84;"zł";"";
0213000;"Powiat milicki";"dotacje";"ogółem";"2017";11416676,26;"zł";"";
0213000;"Powiat milicki";"dotacje";"ogółem";"2018";12438933,02;"zł";"";
0214000;"Powiat oleśnicki";"dotacje";"ogółem";"2014";23656517,17;"zł";"";
0214000;"Powiat oleśnicki";"dotacje";"ogółem";"2015";20352729,63;"zł";"";
0214000;"Powiat oleśnicki";"dotacje";"ogółem";"2016";20713177,71;"zł";"";
0214000;"Powiat oleśnicki";"dotacje";"ogółem";"2017";28545248,48;"zł";"";
0214000;"Powiat oleśnicki";"dotacje";"ogółem";"2018";27494073,32;"zł";"";
0215000;"Powiat oławski";"dotacje";"ogółem";"2014";15116282,24;"zł";"";
0215000;"Powiat oławski";"dotacje";"ogółem";"2015";17685970,85;"zł";"";
0215000;"Powiat oławski";"dotacje";"ogółem";"2016";19094595,21;"zł";"";
0215000;"Powiat oławski";"dotacje";"ogółem";"2017";18516485,55;"zł";"";
0215000;"Powiat oławski";"dotacje";"ogółem";"2018";18085045,72;"zł";"";
0216000;"Powiat polkowicki";"dotacje";"ogółem";"2014";19329000,29;"zł";"";
0216000;"Powiat polkowicki";"dotacje";"ogółem";"2015";15794114,63;"zł";"";
0216000;"Powiat polkowicki";"dotacje";"ogółem";"2016";13040138,05;"zł";"";
0216000;"Powiat polkowicki";"dotacje";"ogółem";"2017";15162731,22;"zł";"";
0216000;"Powiat polkowicki";"dotacje";"ogółem";"2018";19118477,44;"zł";"";
0217000;"Powiat strzeliński";"dotacje";"ogółem";"2014";11371053,94;"zł";"";
0217000;"Powiat strzeliński";"dotacje";"ogółem";"2015";11293861,84;"zł";"";
0217000;"Powiat strzeliński";"dotacje";"ogółem";"2016";11737002,12;"zł";"";
0217000;"Powiat strzeliński";"dotacje";"ogółem";"2017";13742570,15;"zł";"";
0217000;"Powiat strzeliński";"dotacje";"ogółem";"2018";13940940,92;"zł";"";
0218000;"Powiat średzki";"dotacje";"ogółem";"2014";11261339,40;"zł";"";
0218000;"Powiat średzki";"dotacje";"ogółem";"2015";11087501,93;"zł";"";
0218000;"Powiat średzki";"dotacje";"ogółem";"2016";14138525,14;"zł";"";
0218000;"Powiat średzki";"dotacje";"ogółem";"2017";13251160,43;"zł";"";
0218000;"Powiat średzki";"dotacje";"ogółem";"2018";17561636,23;"zł";"";
0219000;"Powiat świdnicki";"dotacje";"ogółem";"2014";27289212,05;"zł";"";
0219000;"Powiat świdnicki";"dotacje";"ogółem";"2015";20305632,82;"zł";"";
0219000;"Powiat świdnicki";"dotacje";"ogółem";"2016";20901333,74;"zł";"";
0219000;"Powiat świdnicki";"dotacje";"ogółem";"2017";23931853,54;"zł";"";
0219000;"Powiat świdnicki";"dotacje";"ogółem";"2018";28571177,23;"zł";"";
0220000;"Powiat trzebnicki";"dotacje";"ogółem";"2014";16547921,07;"zł";"";
0220000;"Powiat trzebnicki";"dotacje";"ogółem";"2015";14822321,26;"zł";"";
0220000;"Powiat trzebnicki";"dotacje";"ogółem";"2016";14374073,70;"zł";"";
0220000;"Powiat trzebnicki";"dotacje";"ogółem";"2017";18404172,26;"zł";"";
0220000;"Powiat trzebnicki";"dotacje";"ogółem";"2018";21693056,28;"zł";"";
0221000;"Powiat wałbrzyski";"dotacje";"ogółem";"2014";18827054,58;"zł";"";
0221000;"Powiat wałbrzyski";"dotacje";"ogółem";"2015";17483128,73;"zł";"";
0221000;"Powiat wałbrzyski";"dotacje";"ogółem";"2016";15489063,33;"zł";"";
0221000;"Powiat wałbrzyski";"dotacje";"ogółem";"2017";13048228,51;"zł";"";
0221000;"Powiat wałbrzyski";"dotacje";"ogółem";"2018";15091531,14;"zł";"";
0222000;"Powiat wołowski";"dotacje";"ogółem";"2014";25175657,12;"zł";"";
0222000;"Powiat wołowski";"dotacje";"ogółem";"2015";16086066,00;"zł";"";
0222000;"Powiat wołowski";"dotacje";"ogółem";"2016";14842291,57;"zł";"";
0222000;"Powiat wołowski";"dotacje";"ogółem";"2017";15894185,05;"zł";"";
0222000;"Powiat wołowski";"dotacje";"ogółem";"2018";18252467,27;"zł";"";
0223000;"Powiat wrocławski";"dotacje";"ogółem";"2014";21792549,80;"zł";"";
0223000;"Powiat wrocławski";"dotacje";"ogółem";"2015";21307677,82;"zł";"";
0223000;"Powiat wrocławski";"dotacje";"ogółem";"2016";18911344,13;"zł";"";
0223000;"Powiat wrocławski";"dotacje";"ogółem";"2017";17499985,85;"zł";"";
0223000;"Powiat wrocławski";"dotacje";"ogółem";"2018";23915236,84;"zł";"";
0224000;"Powiat ząbkowicki";"dotacje";"ogółem";"2014";21726602,54;"zł";"";
0224000;"Powiat ząbkowicki";"dotacje";"ogółem";"2015";19586675,42;"zł";"";
0224000;"Powiat ząbkowicki";"dotacje";"ogółem";"2016";23153568,73;"zł";"";
0224000;"Powiat ząbkowicki";"dotacje";"ogółem";"2017";24026981,85;"zł";"";
0224000;"Powiat ząbkowicki";"dotacje";"ogółem";"2018";27871304,76;"zł";"";
0225000;"Powiat zgorzelecki";"dotacje";"ogółem";"2014";23607928,32;"zł";"";
0225000;"Powiat zgorzelecki";"dotacje";"ogółem";"2015";16284134,74;"zł";"";
0225000;"Powiat zgorzelecki";"dotacje";"ogółem";"2016";16461475,27;"zł";"";
0225000;"Powiat zgorzelecki";"dotacje";"ogółem";"2017";19485350,79;"zł";"";
0225000;"Powiat zgorzelecki";"dotacje";"ogółem";"2018";23313243,17;"zł";"";
0226000;"Powiat złotoryjski";"dotacje";"ogółem";"2014";14708709,65;"zł";"";
0226000;"Powiat złotoryjski";"dotacje";"ogółem";"2015";14608913,61;"zł";"";
0226000;"Powiat złotoryjski";"dotacje";"ogółem";"2016";10663710,64;"zł";"";
0226000;"Powiat złotoryjski";"dotacje";"ogółem";"2017";9304720,60;"zł";"";
0226000;"Powiat złotoryjski";"dotacje";"ogółem";"2018";14087763,36;"zł";"";
0401000;"Powiat aleksandrowski";"dotacje";"ogółem";"2014";12714933,64;"zł";"";
0401000;"Powiat aleksandrowski";"dotacje";"ogółem";"2015";13278097,06;"zł";"";
0401000;"Powiat aleksandrowski";"dotacje";"ogółem";"2016";12705674,16;"zł";"";
0401000;"Powiat aleksandrowski";"dotacje";"ogółem";"2017";14917165,43;"zł";"";
0401000;"Powiat aleksandrowski";"dotacje";"ogółem";"2018";19971671,26;"zł";"";
0402000;"Powiat brodnicki";"dotacje";"ogółem";"2014";11240183,31;"zł";"";
0402000;"Powiat brodnicki";"dotacje";"ogółem";"2015";13595561,27;"zł";"";
0402000;"Powiat brodnicki";"dotacje";"ogółem";"2016";15345192,61;"zł";"";
0402000;"Powiat brodnicki";"dotacje";"ogółem";"2017";12392703,14;"zł";"";
0402000;"Powiat brodnicki";"dotacje";"ogółem";"2018";17390644,16;"zł";"";
0403000;"Powiat bydgoski";"dotacje";"ogółem";"2014";21892095,85;"zł";"";
0403000;"Powiat bydgoski";"dotacje";"ogółem";"2015";13855615,92;"zł";"";
0403000;"Powiat bydgoski";"dotacje";"ogółem";"2016";14969140,63;"zł";"";
0403000;"Powiat bydgoski";"dotacje";"ogółem";"2017";13341637,28;"zł";"";
0403000;"Powiat bydgoski";"dotacje";"ogółem";"2018";17110152,54;"zł";"";
0404000;"Powiat chełmiński";"dotacje";"ogółem";"2014";17413246,82;"zł";"";
0404000;"Powiat chełmiński";"dotacje";"ogółem";"2015";18179623,60;"zł";"";
0404000;"Powiat chełmiński";"dotacje";"ogółem";"2016";16544039,29;"zł";"";
0404000;"Powiat chełmiński";"dotacje";"ogółem";"2017";18668209,21;"zł";"";
0404000;"Powiat chełmiński";"dotacje";"ogółem";"2018";20515016,61;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"dotacje";"ogółem";"2014";11146848,35;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"dotacje";"ogółem";"2015";8914227,52;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"dotacje";"ogółem";"2016";10018343,47;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"dotacje";"ogółem";"2017";9458239,09;"zł";"";
0405000;"Powiat golubsko-dobrzyński";"dotacje";"ogółem";"2018";11599395,86;"zł";"";
0406000;"Powiat grudziądzki";"dotacje";"ogółem";"2014";4209473,31;"zł";"";
0406000;"Powiat grudziądzki";"dotacje";"ogółem";"2015";1422548,62;"zł";"";
0406000;"Powiat grudziądzki";"dotacje";"ogółem";"2016";6668315,24;"zł";"";
0406000;"Powiat grudziądzki";"dotacje";"ogółem";"2017";4064463,68;"zł";"";
0406000;"Powiat grudziądzki";"dotacje";"ogółem";"2018";2925707,35;"zł";"";
0407000;"Powiat inowrocławski";"dotacje";"ogółem";"2014";29782119,66;"zł";"";
0407000;"Powiat inowrocławski";"dotacje";"ogółem";"2015";27308762,55;"zł";"";
0407000;"Powiat inowrocławski";"dotacje";"ogółem";"2016";26505367,35;"zł";"";
0407000;"Powiat inowrocławski";"dotacje";"ogółem";"2017";28830897,34;"zł";"";
0407000;"Powiat inowrocławski";"dotacje";"ogółem";"2018";30749176,95;"zł";"";
0408000;"Powiat lipnowski";"dotacje";"ogółem";"2014";14244436,51;"zł";"";
0408000;"Powiat lipnowski";"dotacje";"ogółem";"2015";13161092,24;"zł";"";
0408000;"Powiat lipnowski";"dotacje";"ogółem";"2016";11299475,83;"zł";"";
0408000;"Powiat lipnowski";"dotacje";"ogółem";"2017";12049253,96;"zł";"";
0408000;"Powiat lipnowski";"dotacje";"ogółem";"2018";17418840,71;"zł";"";
0409000;"Powiat mogileński";"dotacje";"ogółem";"2014";15760833,72;"zł";"";
0409000;"Powiat mogileński";"dotacje";"ogółem";"2015";12929488,94;"zł";"";
0409000;"Powiat mogileński";"dotacje";"ogółem";"2016";11607144,87;"zł";"";
0409000;"Powiat mogileński";"dotacje";"ogółem";"2017";11800188,77;"zł";"";
0409000;"Powiat mogileński";"dotacje";"ogółem";"2018";15599085,61;"zł";"";
0410000;"Powiat nakielski";"dotacje";"ogółem";"2014";15975931,47;"zł";"";
0410000;"Powiat nakielski";"dotacje";"ogółem";"2015";16366307,44;"zł";"";
0410000;"Powiat nakielski";"dotacje";"ogółem";"2016";16702939,14;"zł";"";
0410000;"Powiat nakielski";"dotacje";"ogółem";"2017";18111875,96;"zł";"";
0410000;"Powiat nakielski";"dotacje";"ogółem";"2018";18207065,97;"zł";"";
0411000;"Powiat radziejowski";"dotacje";"ogółem";"2014";10631234,64;"zł";"";
0411000;"Powiat radziejowski";"dotacje";"ogółem";"2015";10365962,10;"zł";"";
0411000;"Powiat radziejowski";"dotacje";"ogółem";"2016";8639371,03;"zł";"";
0411000;"Powiat radziejowski";"dotacje";"ogółem";"2017";9982391,94;"zł";"";
0411000;"Powiat radziejowski";"dotacje";"ogółem";"2018";10679421,48;"zł";"";
0412000;"Powiat rypiński";"dotacje";"ogółem";"2014";10821280,44;"zł";"";
0412000;"Powiat rypiński";"dotacje";"ogółem";"2015";11674936,42;"zł";"";
0412000;"Powiat rypiński";"dotacje";"ogółem";"2016";11727165,62;"zł";"";
0412000;"Powiat rypiński";"dotacje";"ogółem";"2017";13796756,37;"zł";"";
0412000;"Powiat rypiński";"dotacje";"ogółem";"2018";13682634,81;"zł";"";
0413000;"Powiat sępoleński";"dotacje";"ogółem";"2014";16319521,14;"zł";"";
0413000;"Powiat sępoleński";"dotacje";"ogółem";"2015";16423409,09;"zł";"";
0413000;"Powiat sępoleński";"dotacje";"ogółem";"2016";9262047,03;"zł";"";
0413000;"Powiat sępoleński";"dotacje";"ogółem";"2017";13286104,88;"zł";"";
0413000;"Powiat sępoleński";"dotacje";"ogółem";"2018";33620299,53;"zł";"";
0414000;"Powiat świecki";"dotacje";"ogółem";"2014";31834060,13;"zł";"";
0414000;"Powiat świecki";"dotacje";"ogółem";"2015";25896904,10;"zł";"";
0414000;"Powiat świecki";"dotacje";"ogółem";"2016";23469621,15;"zł";"";
0414000;"Powiat świecki";"dotacje";"ogółem";"2017";30078169,97;"zł";"";
0414000;"Powiat świecki";"dotacje";"ogółem";"2018";36266229,53;"zł";"";
0415000;"Powiat toruński";"dotacje";"ogółem";"2014";28790625,19;"zł";"";
0415000;"Powiat toruński";"dotacje";"ogółem";"2015";24028395,88;"zł";"";
0415000;"Powiat toruński";"dotacje";"ogółem";"2016";14686574,76;"zł";"";
0415000;"Powiat toruński";"dotacje";"ogółem";"2017";18200029,83;"zł";"";
0415000;"Powiat toruński";"dotacje";"ogółem";"2018";22481782,63;"zł";"";
0416000;"Powiat tucholski";"dotacje";"ogółem";"2014";17013150,71;"zł";"";
0416000;"Powiat tucholski";"dotacje";"ogółem";"2015";17685896,22;"zł";"";
0416000;"Powiat tucholski";"dotacje";"ogółem";"2016";13443863,96;"zł";"";
0416000;"Powiat tucholski";"dotacje";"ogółem";"2017";18200203,74;"zł";"";
0416000;"Powiat tucholski";"dotacje";"ogółem";"2018";27748184,73;"zł";"";
0417000;"Powiat wąbrzeski";"dotacje";"ogółem";"2014";18536687,57;"zł";"";
0417000;"Powiat wąbrzeski";"dotacje";"ogółem";"2015";16905825,41;"zł";"";
0417000;"Powiat wąbrzeski";"dotacje";"ogółem";"2016";11144706,94;"zł";"";
0417000;"Powiat wąbrzeski";"dotacje";"ogółem";"2017";11360733,28;"zł";"";
0417000;"Powiat wąbrzeski";"dotacje";"ogółem";"2018";19799911,56;"zł";"";
0418000;"Powiat włocławski";"dotacje";"ogółem";"2014";27223343,91;"zł";"";
0418000;"Powiat włocławski";"dotacje";"ogółem";"2015";28896873,45;"zł";"";
0418000;"Powiat włocławski";"dotacje";"ogółem";"2016";21769197,36;"zł";"";
0418000;"Powiat włocławski";"dotacje";"ogółem";"2017";26002843,80;"zł";"";
0418000;"Powiat włocławski";"dotacje";"ogółem";"2018";28719766,31;"zł";"";
0419000;"Powiat żniński";"dotacje";"ogółem";"2014";19072614,54;"zł";"";
0419000;"Powiat żniński";"dotacje";"ogółem";"2015";13860855,03;"zł";"";
0419000;"Powiat żniński";"dotacje";"ogółem";"2016";16164051,97;"zł";"";
0419000;"Powiat żniński";"dotacje";"ogółem";"2017";15794373,70;"zł";"";
0419000;"Powiat żniński";"dotacje";"ogółem";"2018";21533170,30;"zł";"";
0601000;"Powiat bialski";"dotacje";"ogółem";"2014";23428494,69;"zł";"";
0601000;"Powiat bialski";"dotacje";"ogółem";"2015";22355004,85;"zł";"";
0601000;"Powiat bialski";"dotacje";"ogółem";"2016";20931722,45;"zł";"";
0601000;"Powiat bialski";"dotacje";"ogółem";"2017";26011445,78;"zł";"";
0601000;"Powiat bialski";"dotacje";"ogółem";"2018";33967213,48;"zł";"";
0602000;"Powiat biłgorajski";"dotacje";"ogółem";"2014";24203495,90;"zł";"";
0602000;"Powiat biłgorajski";"dotacje";"ogółem";"2015";23146452,36;"zł";"";
0602000;"Powiat biłgorajski";"dotacje";"ogółem";"2016";27773500,18;"zł";"";
0602000;"Powiat biłgorajski";"dotacje";"ogółem";"2017";22129379,19;"zł";"";
0602000;"Powiat biłgorajski";"dotacje";"ogółem";"2018";30495352,62;"zł";"";
0603000;"Powiat chełmski";"dotacje";"ogółem";"2014";36022088,05;"zł";"";
0603000;"Powiat chełmski";"dotacje";"ogółem";"2015";28381672,45;"zł";"";
0603000;"Powiat chełmski";"dotacje";"ogółem";"2016";22570299,81;"zł";"";
0603000;"Powiat chełmski";"dotacje";"ogółem";"2017";21109413,81;"zł";"";
0603000;"Powiat chełmski";"dotacje";"ogółem";"2018";32952318,22;"zł";"";
0604000;"Powiat hrubieszowski";"dotacje";"ogółem";"2014";19857202,41;"zł";"";
0604000;"Powiat hrubieszowski";"dotacje";"ogółem";"2015";19111705,48;"zł";"";
0604000;"Powiat hrubieszowski";"dotacje";"ogółem";"2016";14872138,40;"zł";"";
0604000;"Powiat hrubieszowski";"dotacje";"ogółem";"2017";11772035,84;"zł";"";
0604000;"Powiat hrubieszowski";"dotacje";"ogółem";"2018";20949679,46;"zł";"";
0605000;"Powiat janowski";"dotacje";"ogółem";"2014";16834735,03;"zł";"";
0605000;"Powiat janowski";"dotacje";"ogółem";"2015";17039838,15;"zł";"";
0605000;"Powiat janowski";"dotacje";"ogółem";"2016";15877246,63;"zł";"";
0605000;"Powiat janowski";"dotacje";"ogółem";"2017";19183141,95;"zł";"";
0605000;"Powiat janowski";"dotacje";"ogółem";"2018";20632775,44;"zł";"";
0606000;"Powiat krasnostawski";"dotacje";"ogółem";"2014";22608732,32;"zł";"";
0606000;"Powiat krasnostawski";"dotacje";"ogółem";"2015";25254163,17;"zł";"";
0606000;"Powiat krasnostawski";"dotacje";"ogółem";"2016";20335048,83;"zł";"";
0606000;"Powiat krasnostawski";"dotacje";"ogółem";"2017";23546163,72;"zł";"";
0606000;"Powiat krasnostawski";"dotacje";"ogółem";"2018";30905502,44;"zł";"";
0607000;"Powiat kraśnicki";"dotacje";"ogółem";"2014";27178859,36;"zł";"";
0607000;"Powiat kraśnicki";"dotacje";"ogółem";"2015";26648291,19;"zł";"";
0607000;"Powiat kraśnicki";"dotacje";"ogółem";"2016";22605945,08;"zł";"";
0607000;"Powiat kraśnicki";"dotacje";"ogółem";"2017";23042874,60;"zł";"";
0607000;"Powiat kraśnicki";"dotacje";"ogółem";"2018";43724481,84;"zł";"";
0608000;"Powiat lubartowski";"dotacje";"ogółem";"2014";22823147,75;"zł";"";
0608000;"Powiat lubartowski";"dotacje";"ogółem";"2015";19851393,41;"zł";"";
0608000;"Powiat lubartowski";"dotacje";"ogółem";"2016";15339283,61;"zł";"";
0608000;"Powiat lubartowski";"dotacje";"ogółem";"2017";18457252,44;"zł";"";
0608000;"Powiat lubartowski";"dotacje";"ogółem";"2018";28521252,12;"zł";"";
0609000;"Powiat lubelski";"dotacje";"ogółem";"2014";32301785,73;"zł";"";
0609000;"Powiat lubelski";"dotacje";"ogółem";"2015";47643349,95;"zł";"";
0609000;"Powiat lubelski";"dotacje";"ogółem";"2016";30801870,95;"zł";"";
0609000;"Powiat lubelski";"dotacje";"ogółem";"2017";44066633,59;"zł";"";
0609000;"Powiat lubelski";"dotacje";"ogółem";"2018";46768028,71;"zł";"";
0610000;"Powiat łęczyński";"dotacje";"ogółem";"2014";18200103,72;"zł";"";
0610000;"Powiat łęczyński";"dotacje";"ogółem";"2015";12134532,26;"zł";"";
0610000;"Powiat łęczyński";"dotacje";"ogółem";"2016";11356963,50;"zł";"";
0610000;"Powiat łęczyński";"dotacje";"ogółem";"2017";10924262,78;"zł";"";
0610000;"Powiat łęczyński";"dotacje";"ogółem";"2018";14793471,13;"zł";"";
0611000;"Powiat łukowski";"dotacje";"ogółem";"2014";30560596,64;"zł";"";
0611000;"Powiat łukowski";"dotacje";"ogółem";"2015";19705446,46;"zł";"";
0611000;"Powiat łukowski";"dotacje";"ogółem";"2016";22064255,83;"zł";"";
0611000;"Powiat łukowski";"dotacje";"ogółem";"2017";19040867,08;"zł";"";
0611000;"Powiat łukowski";"dotacje";"ogółem";"2018";35848435,49;"zł";"";
0612000;"Powiat opolski";"dotacje";"ogółem";"2014";17436553,60;"zł";"";
0612000;"Powiat opolski";"dotacje";"ogółem";"2015";11717154,07;"zł";"";
0612000;"Powiat opolski";"dotacje";"ogółem";"2016";12081979,05;"zł";"";
0612000;"Powiat opolski";"dotacje";"ogółem";"2017";15307873,95;"zł";"";
0612000;"Powiat opolski";"dotacje";"ogółem";"2018";16308000,57;"zł";"";
0613000;"Powiat parczewski";"dotacje";"ogółem";"2014";12336814,28;"zł";"";
0613000;"Powiat parczewski";"dotacje";"ogółem";"2015";16723868,08;"zł";"";
0613000;"Powiat parczewski";"dotacje";"ogółem";"2016";10569712,88;"zł";"";
0613000;"Powiat parczewski";"dotacje";"ogółem";"2017";10127582,49;"zł";"";
0613000;"Powiat parczewski";"dotacje";"ogółem";"2018";13305208,88;"zł";"";
0614000;"Powiat puławski";"dotacje";"ogółem";"2014";20768787,63;"zł";"";
0614000;"Powiat puławski";"dotacje";"ogółem";"2015";19755964,30;"zł";"";
0614000;"Powiat puławski";"dotacje";"ogółem";"2016";19769203,68;"zł";"";
0614000;"Powiat puławski";"dotacje";"ogółem";"2017";18401996,07;"zł";"";
0614000;"Powiat puławski";"dotacje";"ogółem";"2018";26407267,15;"zł";"";
0615000;"Powiat radzyński";"dotacje";"ogółem";"2014";11807092,19;"zł";"";
0615000;"Powiat radzyński";"dotacje";"ogółem";"2015";16670352,65;"zł";"";
0615000;"Powiat radzyński";"dotacje";"ogółem";"2016";10269534,58;"zł";"";
0615000;"Powiat radzyński";"dotacje";"ogółem";"2017";13047951,31;"zł";"";
0615000;"Powiat radzyński";"dotacje";"ogółem";"2018";19621335,40;"zł";"";
0616000;"Powiat rycki";"dotacje";"ogółem";"2014";13084484,12;"zł";"";
0616000;"Powiat rycki";"dotacje";"ogółem";"2015";13785638,58;"zł";"";
0616000;"Powiat rycki";"dotacje";"ogółem";"2016";15314048,31;"zł";"";
0616000;"Powiat rycki";"dotacje";"ogółem";"2017";10619794,90;"zł";"";
0616000;"Powiat rycki";"dotacje";"ogółem";"2018";14280010,63;"zł";"";
0617000;"Powiat świdnicki";"dotacje";"ogółem";"2014";16220638,73;"zł";"";
0617000;"Powiat świdnicki";"dotacje";"ogółem";"2015";17458251,99;"zł";"";
0617000;"Powiat świdnicki";"dotacje";"ogółem";"2016";17413077,52;"zł";"";
0617000;"Powiat świdnicki";"dotacje";"ogółem";"2017";24862569,37;"zł";"";
0617000;"Powiat świdnicki";"dotacje";"ogółem";"2018";34698005,19;"zł";"";
0618000;"Powiat tomaszowski";"dotacje";"ogółem";"2014";16915241,26;"zł";"";
0618000;"Powiat tomaszowski";"dotacje";"ogółem";"2015";12686706,46;"zł";"";
0618000;"Powiat tomaszowski";"dotacje";"ogółem";"2016";18267482,59;"zł";"";
0618000;"Powiat tomaszowski";"dotacje";"ogółem";"2017";15484577,19;"zł";"";
0618000;"Powiat tomaszowski";"dotacje";"ogółem";"2018";33864760,50;"zł";"";
0619000;"Powiat włodawski";"dotacje";"ogółem";"2014";26322544,00;"zł";"";
0619000;"Powiat włodawski";"dotacje";"ogółem";"2015";16466116,28;"zł";"";
