"Kod";"Nazwa";"Rodzaje dotacji";"Przeznaczenie";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1410000;"Powiat łosicki";"dotacje";"ogółem";"2018";18833521,14;"zł";"";
1411000;"Powiat makowski";"dotacje";"ogółem";"2014";15464136,01;"zł";"";
1411000;"Powiat makowski";"dotacje";"ogółem";"2015";11638248,48;"zł";"";
1411000;"Powiat makowski";"dotacje";"ogółem";"2016";11509497,16;"zł";"";
1411000;"Powiat makowski";"dotacje";"ogółem";"2017";13031054,69;"zł";"";
1411000;"Powiat makowski";"dotacje";"ogółem";"2018";14309064,64;"zł";"";
1412000;"Powiat miński";"dotacje";"ogółem";"2014";22104687,01;"zł";"";
1412000;"Powiat miński";"dotacje";"ogółem";"2015";23188776,35;"zł";"";
1412000;"Powiat miński";"dotacje";"ogółem";"2016";27485131,18;"zł";"";
1412000;"Powiat miński";"dotacje";"ogółem";"2017";24403948,98;"zł";"";
1412000;"Powiat miński";"dotacje";"ogółem";"2018";28603349,89;"zł";"";
1413000;"Powiat mławski";"dotacje";"ogółem";"2014";14023044,50;"zł";"";
1413000;"Powiat mławski";"dotacje";"ogółem";"2015";11840061,32;"zł";"";
1413000;"Powiat mławski";"dotacje";"ogółem";"2016";11454095,42;"zł";"";
1413000;"Powiat mławski";"dotacje";"ogółem";"2017";15811607,51;"zł";"";
1413000;"Powiat mławski";"dotacje";"ogółem";"2018";20276243,41;"zł";"";
1414000;"Powiat nowodworski";"dotacje";"ogółem";"2014";10629324,15;"zł";"";
1414000;"Powiat nowodworski";"dotacje";"ogółem";"2015";9003080,86;"zł";"";
1414000;"Powiat nowodworski";"dotacje";"ogółem";"2016";14207964,27;"zł";"";
1414000;"Powiat nowodworski";"dotacje";"ogółem";"2017";11282680,47;"zł";"";
1414000;"Powiat nowodworski";"dotacje";"ogółem";"2018";15199475,89;"zł";"";
1415000;"Powiat ostrołęcki";"dotacje";"ogółem";"2014";21200903,02;"zł";"";
1415000;"Powiat ostrołęcki";"dotacje";"ogółem";"2015";37740421,13;"zł";"";
1415000;"Powiat ostrołęcki";"dotacje";"ogółem";"2016";31501468,95;"zł";"";
1415000;"Powiat ostrołęcki";"dotacje";"ogółem";"2017";21988525,88;"zł";"";
1415000;"Powiat ostrołęcki";"dotacje";"ogółem";"2018";25174143,17;"zł";"";
1416000;"Powiat ostrowski";"dotacje";"ogółem";"2014";17752866,64;"zł";"";
1416000;"Powiat ostrowski";"dotacje";"ogółem";"2015";14861109,13;"zł";"";
1416000;"Powiat ostrowski";"dotacje";"ogółem";"2016";12670945,76;"zł";"";
1416000;"Powiat ostrowski";"dotacje";"ogółem";"2017";13757986,66;"zł";"";
1416000;"Powiat ostrowski";"dotacje";"ogółem";"2018";16641057,95;"zł";"";
1417000;"Powiat otwocki";"dotacje";"ogółem";"2014";16723647,58;"zł";"";
1417000;"Powiat otwocki";"dotacje";"ogółem";"2015";15543851,00;"zł";"";
1417000;"Powiat otwocki";"dotacje";"ogółem";"2016";16831112,70;"zł";"";
1417000;"Powiat otwocki";"dotacje";"ogółem";"2017";22941883,22;"zł";"";
1417000;"Powiat otwocki";"dotacje";"ogółem";"2018";24846257,98;"zł";"";
1418000;"Powiat piaseczyński";"dotacje";"ogółem";"2014";30488881,23;"zł";"";
1418000;"Powiat piaseczyński";"dotacje";"ogółem";"2015";28465002,79;"zł";"";
1418000;"Powiat piaseczyński";"dotacje";"ogółem";"2016";30713948,18;"zł";"";
1418000;"Powiat piaseczyński";"dotacje";"ogółem";"2017";34326361,07;"zł";"";
1418000;"Powiat piaseczyński";"dotacje";"ogółem";"2018";38858798,66;"zł";"";
1419000;"Powiat płocki";"dotacje";"ogółem";"2014";28831866,98;"zł";"";
1419000;"Powiat płocki";"dotacje";"ogółem";"2015";21403916,98;"zł";"";
1419000;"Powiat płocki";"dotacje";"ogółem";"2016";21913699,00;"zł";"";
1419000;"Powiat płocki";"dotacje";"ogółem";"2017";23099158,23;"zł";"";
1419000;"Powiat płocki";"dotacje";"ogółem";"2018";22574583,86;"zł";"";
1420000;"Powiat płoński";"dotacje";"ogółem";"2014";21604385,54;"zł";"";
1420000;"Powiat płoński";"dotacje";"ogółem";"2015";14067957,72;"zł";"";
1420000;"Powiat płoński";"dotacje";"ogółem";"2016";16198191,55;"zł";"";
1420000;"Powiat płoński";"dotacje";"ogółem";"2017";23348710,03;"zł";"";
1420000;"Powiat płoński";"dotacje";"ogółem";"2018";34356377,21;"zł";"";
1421000;"Powiat pruszkowski";"dotacje";"ogółem";"2014";22711808,59;"zł";"";
1421000;"Powiat pruszkowski";"dotacje";"ogółem";"2015";21913563,22;"zł";"";
1421000;"Powiat pruszkowski";"dotacje";"ogółem";"2016";23308760,29;"zł";"";
1421000;"Powiat pruszkowski";"dotacje";"ogółem";"2017";27699303,02;"zł";"";
1421000;"Powiat pruszkowski";"dotacje";"ogółem";"2018";29215898,58;"zł";"";
1422000;"Powiat przasnyski";"dotacje";"ogółem";"2014";37693311,61;"zł";"";
1422000;"Powiat przasnyski";"dotacje";"ogółem";"2015";56084343,68;"zł";"";
1422000;"Powiat przasnyski";"dotacje";"ogółem";"2016";20790083,59;"zł";"";
1422000;"Powiat przasnyski";"dotacje";"ogółem";"2017";18898057,71;"zł";"";
1422000;"Powiat przasnyski";"dotacje";"ogółem";"2018";23767223,45;"zł";"";
1423000;"Powiat przysuski";"dotacje";"ogółem";"2014";18190343,60;"zł";"";
1423000;"Powiat przysuski";"dotacje";"ogółem";"2015";10805028,34;"zł";"";
1423000;"Powiat przysuski";"dotacje";"ogółem";"2016";8466080,15;"zł";"";
1423000;"Powiat przysuski";"dotacje";"ogółem";"2017";11910213,68;"zł";"";
1423000;"Powiat przysuski";"dotacje";"ogółem";"2018";19937997,17;"zł";"";
1424000;"Powiat pułtuski";"dotacje";"ogółem";"2014";19315606,82;"zł";"";
1424000;"Powiat pułtuski";"dotacje";"ogółem";"2015";17783658,75;"zł";"";
1424000;"Powiat pułtuski";"dotacje";"ogółem";"2016";20525607,07;"zł";"";
1424000;"Powiat pułtuski";"dotacje";"ogółem";"2017";22528815,07;"zł";"";
1424000;"Powiat pułtuski";"dotacje";"ogółem";"2018";25923700,39;"zł";"";
1425000;"Powiat radomski";"dotacje";"ogółem";"2014";48627233,76;"zł";"";
1425000;"Powiat radomski";"dotacje";"ogółem";"2015";44587889,16;"zł";"";
1425000;"Powiat radomski";"dotacje";"ogółem";"2016";47447792,16;"zł";"";
1425000;"Powiat radomski";"dotacje";"ogółem";"2017";42309067,54;"zł";"";
1425000;"Powiat radomski";"dotacje";"ogółem";"2018";39452470,97;"zł";"";
1426000;"Powiat siedlecki";"dotacje";"ogółem";"2014";10913146,59;"zł";"";
1426000;"Powiat siedlecki";"dotacje";"ogółem";"2015";10033994,44;"zł";"";
1426000;"Powiat siedlecki";"dotacje";"ogółem";"2016";9805981,30;"zł";"";
1426000;"Powiat siedlecki";"dotacje";"ogółem";"2017";14938683,40;"zł";"";
1426000;"Powiat siedlecki";"dotacje";"ogółem";"2018";34940533,36;"zł";"";
1427000;"Powiat sierpecki";"dotacje";"ogółem";"2014";12853026,55;"zł";"";
1427000;"Powiat sierpecki";"dotacje";"ogółem";"2015";12705478,55;"zł";"";
1427000;"Powiat sierpecki";"dotacje";"ogółem";"2016";11804910,36;"zł";"";
1427000;"Powiat sierpecki";"dotacje";"ogółem";"2017";14256127,09;"zł";"";
1427000;"Powiat sierpecki";"dotacje";"ogółem";"2018";19477155,68;"zł";"";
1428000;"Powiat sochaczewski";"dotacje";"ogółem";"2014";12348273,76;"zł";"";
1428000;"Powiat sochaczewski";"dotacje";"ogółem";"2015";19382362,03;"zł";"";
1428000;"Powiat sochaczewski";"dotacje";"ogółem";"2016";12681068,04;"zł";"";
1428000;"Powiat sochaczewski";"dotacje";"ogółem";"2017";14467406,77;"zł";"";
1428000;"Powiat sochaczewski";"dotacje";"ogółem";"2018";32126517,28;"zł";"";
1429000;"Powiat sokołowski";"dotacje";"ogółem";"2014";16075702,95;"zł";"";
1429000;"Powiat sokołowski";"dotacje";"ogółem";"2015";15149863,84;"zł";"";
1429000;"Powiat sokołowski";"dotacje";"ogółem";"2016";13167519,96;"zł";"";
1429000;"Powiat sokołowski";"dotacje";"ogółem";"2017";12071058,04;"zł";"";
1429000;"Powiat sokołowski";"dotacje";"ogółem";"2018";34074214,05;"zł";"";
1430000;"Powiat szydłowiecki";"dotacje";"ogółem";"2014";11171807,88;"zł";"";
1430000;"Powiat szydłowiecki";"dotacje";"ogółem";"2015";10668333,48;"zł";"";
1430000;"Powiat szydłowiecki";"dotacje";"ogółem";"2016";10324078,75;"zł";"";
1430000;"Powiat szydłowiecki";"dotacje";"ogółem";"2017";8781045,84;"zł";"";
1430000;"Powiat szydłowiecki";"dotacje";"ogółem";"2018";11354076,29;"zł";"";
1432000;"Powiat warszawski zachodni";"dotacje";"ogółem";"2014";22810984,60;"zł";"";
1432000;"Powiat warszawski zachodni";"dotacje";"ogółem";"2015";19195991,05;"zł";"";
1432000;"Powiat warszawski zachodni";"dotacje";"ogółem";"2016";22805176,95;"zł";"";
1432000;"Powiat warszawski zachodni";"dotacje";"ogółem";"2017";18730939,91;"zł";"";
1432000;"Powiat warszawski zachodni";"dotacje";"ogółem";"2018";27247170,65;"zł";"";
1433000;"Powiat węgrowski";"dotacje";"ogółem";"2014";12406086,58;"zł";"";
1433000;"Powiat węgrowski";"dotacje";"ogółem";"2015";13619887,18;"zł";"";
1433000;"Powiat węgrowski";"dotacje";"ogółem";"2016";12544891,86;"zł";"";
1433000;"Powiat węgrowski";"dotacje";"ogółem";"2017";21937603,62;"zł";"";
1433000;"Powiat węgrowski";"dotacje";"ogółem";"2018";24440473,50;"zł";"";
1434000;"Powiat wołomiński";"dotacje";"ogółem";"2014";38372289,46;"zł";"";
1434000;"Powiat wołomiński";"dotacje";"ogółem";"2015";29013980,58;"zł";"";
1434000;"Powiat wołomiński";"dotacje";"ogółem";"2016";39818030,72;"zł";"";
1434000;"Powiat wołomiński";"dotacje";"ogółem";"2017";46468951,05;"zł";"";
1434000;"Powiat wołomiński";"dotacje";"ogółem";"2018";43155182,37;"zł";"";
1435000;"Powiat wyszkowski";"dotacje";"ogółem";"2014";28031387,51;"zł";"";
1435000;"Powiat wyszkowski";"dotacje";"ogółem";"2015";23589532,65;"zł";"";
1435000;"Powiat wyszkowski";"dotacje";"ogółem";"2016";20459649,77;"zł";"";
1435000;"Powiat wyszkowski";"dotacje";"ogółem";"2017";20167488,22;"zł";"";
1435000;"Powiat wyszkowski";"dotacje";"ogółem";"2018";28272712,50;"zł";"";
1436000;"Powiat zwoleński";"dotacje";"ogółem";"2014";15379951,48;"zł";"";
1436000;"Powiat zwoleński";"dotacje";"ogółem";"2015";11538684,09;"zł";"";
1436000;"Powiat zwoleński";"dotacje";"ogółem";"2016";8585962,33;"zł";"";
1436000;"Powiat zwoleński";"dotacje";"ogółem";"2017";17197747,93;"zł";"";
1436000;"Powiat zwoleński";"dotacje";"ogółem";"2018";11574556,55;"zł";"";
1437000;"Powiat żuromiński";"dotacje";"ogółem";"2014";10288291,80;"zł";"";
1437000;"Powiat żuromiński";"dotacje";"ogółem";"2015";9732732,49;"zł";"";
1437000;"Powiat żuromiński";"dotacje";"ogółem";"2016";8532949,90;"zł";"";
1437000;"Powiat żuromiński";"dotacje";"ogółem";"2017";11020359,10;"zł";"";
1437000;"Powiat żuromiński";"dotacje";"ogółem";"2018";11919943,41;"zł";"";
1438000;"Powiat żyrardowski";"dotacje";"ogółem";"2014";11858905,94;"zł";"";
1438000;"Powiat żyrardowski";"dotacje";"ogółem";"2015";13674558,04;"zł";"";
1438000;"Powiat żyrardowski";"dotacje";"ogółem";"2016";15117175,29;"zł";"";
1438000;"Powiat żyrardowski";"dotacje";"ogółem";"2017";13574037,46;"zł";"";
1438000;"Powiat żyrardowski";"dotacje";"ogółem";"2018";18755583,39;"zł";"";
1601000;"Powiat brzeski";"dotacje";"ogółem";"2014";17035696,79;"zł";"";
1601000;"Powiat brzeski";"dotacje";"ogółem";"2015";15198838,36;"zł";"";
1601000;"Powiat brzeski";"dotacje";"ogółem";"2016";21412123,09;"zł";"";
1601000;"Powiat brzeski";"dotacje";"ogółem";"2017";19286500,45;"zł";"";
1601000;"Powiat brzeski";"dotacje";"ogółem";"2018";27859465,54;"zł";"";
1602000;"Powiat głubczycki";"dotacje";"ogółem";"2014";20262416,81;"zł";"";
1602000;"Powiat głubczycki";"dotacje";"ogółem";"2015";14780542,13;"zł";"";
1602000;"Powiat głubczycki";"dotacje";"ogółem";"2016";16359114,47;"zł";"";
1602000;"Powiat głubczycki";"dotacje";"ogółem";"2017";20556287,50;"zł";"";
1602000;"Powiat głubczycki";"dotacje";"ogółem";"2018";23073612,01;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"dotacje";"ogółem";"2014";32102975,33;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"dotacje";"ogółem";"2015";22914177,95;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"dotacje";"ogółem";"2016";23274137,39;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"dotacje";"ogółem";"2017";26530378,66;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"dotacje";"ogółem";"2018";25193815,46;"zł";"";
1604000;"Powiat kluczborski";"dotacje";"ogółem";"2014";20331488,46;"zł";"";
1604000;"Powiat kluczborski";"dotacje";"ogółem";"2015";14110046,61;"zł";"";
1604000;"Powiat kluczborski";"dotacje";"ogółem";"2016";16730901,77;"zł";"";
1604000;"Powiat kluczborski";"dotacje";"ogółem";"2017";16772649,94;"zł";"";
1604000;"Powiat kluczborski";"dotacje";"ogółem";"2018";25039880,53;"zł";"";
1605000;"Powiat krapkowicki";"dotacje";"ogółem";"2014";9268553,73;"zł";"";
1605000;"Powiat krapkowicki";"dotacje";"ogółem";"2015";10602529,00;"zł";"";
1605000;"Powiat krapkowicki";"dotacje";"ogółem";"2016";10191719,71;"zł";"";
1605000;"Powiat krapkowicki";"dotacje";"ogółem";"2017";10678013,28;"zł";"";
1605000;"Powiat krapkowicki";"dotacje";"ogółem";"2018";12049905,16;"zł";"";
1606000;"Powiat namysłowski";"dotacje";"ogółem";"2014";8588506,64;"zł";"";
1606000;"Powiat namysłowski";"dotacje";"ogółem";"2015";8468430,49;"zł";"";
1606000;"Powiat namysłowski";"dotacje";"ogółem";"2016";9146798,89;"zł";"";
1606000;"Powiat namysłowski";"dotacje";"ogółem";"2017";9643480,37;"zł";"";
1606000;"Powiat namysłowski";"dotacje";"ogółem";"2018";17712549,71;"zł";"";
1607000;"Powiat nyski";"dotacje";"ogółem";"2014";27297084,92;"zł";"";
1607000;"Powiat nyski";"dotacje";"ogółem";"2015";22635256,45;"zł";"";
1607000;"Powiat nyski";"dotacje";"ogółem";"2016";23794721,70;"zł";"";
1607000;"Powiat nyski";"dotacje";"ogółem";"2017";28598531,79;"zł";"";
1607000;"Powiat nyski";"dotacje";"ogółem";"2018";42934525,18;"zł";"";
1608000;"Powiat oleski";"dotacje";"ogółem";"2014";11145531,21;"zł";"";
1608000;"Powiat oleski";"dotacje";"ogółem";"2015";10803504,80;"zł";"";
1608000;"Powiat oleski";"dotacje";"ogółem";"2016";12337034,20;"zł";"";
1608000;"Powiat oleski";"dotacje";"ogółem";"2017";16718715,50;"zł";"";
1608000;"Powiat oleski";"dotacje";"ogółem";"2018";16080187,31;"zł";"";
1609000;"Powiat opolski";"dotacje";"ogółem";"2014";13880352,57;"zł";"";
1609000;"Powiat opolski";"dotacje";"ogółem";"2015";14652467,44;"zł";"";
1609000;"Powiat opolski";"dotacje";"ogółem";"2016";11723859,36;"zł";"";
1609000;"Powiat opolski";"dotacje";"ogółem";"2017";15210266,63;"zł";"";
1609000;"Powiat opolski";"dotacje";"ogółem";"2018";11981677,23;"zł";"";
1610000;"Powiat prudnicki";"dotacje";"ogółem";"2014";11429648,24;"zł";"";
1610000;"Powiat prudnicki";"dotacje";"ogółem";"2015";9201419,22;"zł";"";
1610000;"Powiat prudnicki";"dotacje";"ogółem";"2016";10598946,95;"zł";"";
1610000;"Powiat prudnicki";"dotacje";"ogółem";"2017";11637370,03;"zł";"";
1610000;"Powiat prudnicki";"dotacje";"ogółem";"2018";12948392,93;"zł";"";
1611000;"Powiat strzelecki";"dotacje";"ogółem";"2014";14807219,86;"zł";"";
1611000;"Powiat strzelecki";"dotacje";"ogółem";"2015";13996677,54;"zł";"";
1611000;"Powiat strzelecki";"dotacje";"ogółem";"2016";14084140,16;"zł";"";
1611000;"Powiat strzelecki";"dotacje";"ogółem";"2017";17464425,73;"zł";"";
1611000;"Powiat strzelecki";"dotacje";"ogółem";"2018";23802152,34;"zł";"";
1801000;"Powiat bieszczadzki";"dotacje";"ogółem";"2014";10475405,88;"zł";"";
1801000;"Powiat bieszczadzki";"dotacje";"ogółem";"2015";8938519,18;"zł";"";
1801000;"Powiat bieszczadzki";"dotacje";"ogółem";"2016";8564615,99;"zł";"";
1801000;"Powiat bieszczadzki";"dotacje";"ogółem";"2017";15676382,41;"zł";"";
1801000;"Powiat bieszczadzki";"dotacje";"ogółem";"2018";17445113,87;"zł";"";
1802000;"Powiat brzozowski";"dotacje";"ogółem";"2014";18369092,82;"zł";"";
1802000;"Powiat brzozowski";"dotacje";"ogółem";"2015";15893754,21;"zł";"";
1802000;"Powiat brzozowski";"dotacje";"ogółem";"2016";13631536,34;"zł";"";
1802000;"Powiat brzozowski";"dotacje";"ogółem";"2017";16654804,92;"zł";"";
1802000;"Powiat brzozowski";"dotacje";"ogółem";"2018";14931307,05;"zł";"";
1803000;"Powiat dębicki";"dotacje";"ogółem";"2014";25698858,20;"zł";"";
1803000;"Powiat dębicki";"dotacje";"ogółem";"2015";25535570,76;"zł";"";
1803000;"Powiat dębicki";"dotacje";"ogółem";"2016";26544184,57;"zł";"";
1803000;"Powiat dębicki";"dotacje";"ogółem";"2017";32951674,62;"zł";"";
1803000;"Powiat dębicki";"dotacje";"ogółem";"2018";44989666,25;"zł";"";
1804000;"Powiat jarosławski";"dotacje";"ogółem";"2014";37879055,78;"zł";"";
1804000;"Powiat jarosławski";"dotacje";"ogółem";"2015";29955996,03;"zł";"";
1804000;"Powiat jarosławski";"dotacje";"ogółem";"2016";32196667,62;"zł";"";
1804000;"Powiat jarosławski";"dotacje";"ogółem";"2017";32022582,49;"zł";"";
1804000;"Powiat jarosławski";"dotacje";"ogółem";"2018";46003013,93;"zł";"";
1805000;"Powiat jasielski";"dotacje";"ogółem";"2014";41048729,60;"zł";"";
1805000;"Powiat jasielski";"dotacje";"ogółem";"2015";26253500,31;"zł";"";
1805000;"Powiat jasielski";"dotacje";"ogółem";"2016";23570138,41;"zł";"";
1805000;"Powiat jasielski";"dotacje";"ogółem";"2017";23883151,73;"zł";"";
1805000;"Powiat jasielski";"dotacje";"ogółem";"2018";34341944,67;"zł";"";
1806000;"Powiat kolbuszowski";"dotacje";"ogółem";"2014";13628688,31;"zł";"";
1806000;"Powiat kolbuszowski";"dotacje";"ogółem";"2015";16408629,20;"zł";"";
1806000;"Powiat kolbuszowski";"dotacje";"ogółem";"2016";13014381,16;"zł";"";
1806000;"Powiat kolbuszowski";"dotacje";"ogółem";"2017";17254781,05;"zł";"";
1806000;"Powiat kolbuszowski";"dotacje";"ogółem";"2018";18073548,63;"zł";"";
1807000;"Powiat krośnieński";"dotacje";"ogółem";"2014";24136196,87;"zł";"";
1807000;"Powiat krośnieński";"dotacje";"ogółem";"2015";18826099,47;"zł";"";
1807000;"Powiat krośnieński";"dotacje";"ogółem";"2016";19211150,83;"zł";"";
1807000;"Powiat krośnieński";"dotacje";"ogółem";"2017";35591300,45;"zł";"";
1807000;"Powiat krośnieński";"dotacje";"ogółem";"2018";24971246,63;"zł";"";
1808000;"Powiat leżajski";"dotacje";"ogółem";"2014";32017570,05;"zł";"";
1808000;"Powiat leżajski";"dotacje";"ogółem";"2015";25888028,96;"zł";"";
1808000;"Powiat leżajski";"dotacje";"ogółem";"2016";23934025,83;"zł";"";
1808000;"Powiat leżajski";"dotacje";"ogółem";"2017";41899924,61;"zł";"";
1808000;"Powiat leżajski";"dotacje";"ogółem";"2018";31677166,77;"zł";"";
1809000;"Powiat lubaczowski";"dotacje";"ogółem";"2014";21632550,01;"zł";"";
1809000;"Powiat lubaczowski";"dotacje";"ogółem";"2015";21863686,73;"zł";"";
1809000;"Powiat lubaczowski";"dotacje";"ogółem";"2016";18570602,40;"zł";"";
1809000;"Powiat lubaczowski";"dotacje";"ogółem";"2017";25529396,99;"zł";"";
1809000;"Powiat lubaczowski";"dotacje";"ogółem";"2018";25940687,58;"zł";"";
1810000;"Powiat łańcucki";"dotacje";"ogółem";"2014";25808006,56;"zł";"";
1810000;"Powiat łańcucki";"dotacje";"ogółem";"2015";16527369,50;"zł";"";
1810000;"Powiat łańcucki";"dotacje";"ogółem";"2016";17134123,69;"zł";"";
1810000;"Powiat łańcucki";"dotacje";"ogółem";"2017";20004667,83;"zł";"";
1810000;"Powiat łańcucki";"dotacje";"ogółem";"2018";32630873,37;"zł";"";
1811000;"Powiat mielecki";"dotacje";"ogółem";"2014";29910401,76;"zł";"";
1811000;"Powiat mielecki";"dotacje";"ogółem";"2015";20922903,98;"zł";"";
1811000;"Powiat mielecki";"dotacje";"ogółem";"2016";20008633,32;"zł";"";
1811000;"Powiat mielecki";"dotacje";"ogółem";"2017";34725535,62;"zł";"";
1811000;"Powiat mielecki";"dotacje";"ogółem";"2018";33992804,94;"zł";"";
1812000;"Powiat niżański";"dotacje";"ogółem";"2014";13017971,81;"zł";"";
1812000;"Powiat niżański";"dotacje";"ogółem";"2015";14313984,74;"zł";"";
1812000;"Powiat niżański";"dotacje";"ogółem";"2016";15272436,79;"zł";"";
1812000;"Powiat niżański";"dotacje";"ogółem";"2017";16570634,35;"zł";"";
1812000;"Powiat niżański";"dotacje";"ogółem";"2018";22963639,47;"zł";"";
1813000;"Powiat przemyski";"dotacje";"ogółem";"2014";9766033,28;"zł";"";
1813000;"Powiat przemyski";"dotacje";"ogółem";"2015";14017119,48;"zł";"";
1813000;"Powiat przemyski";"dotacje";"ogółem";"2016";10543456,75;"zł";"";
1813000;"Powiat przemyski";"dotacje";"ogółem";"2017";13954236,13;"zł";"";
1813000;"Powiat przemyski";"dotacje";"ogółem";"2018";28002279,10;"zł";"";
1814000;"Powiat przeworski";"dotacje";"ogółem";"2014";23684985,44;"zł";"";
1814000;"Powiat przeworski";"dotacje";"ogółem";"2015";19662378,88;"zł";"";
1814000;"Powiat przeworski";"dotacje";"ogółem";"2016";14701758,55;"zł";"";
1814000;"Powiat przeworski";"dotacje";"ogółem";"2017";19043898,00;"zł";"";
1814000;"Powiat przeworski";"dotacje";"ogółem";"2018";28769604,13;"zł";"";
1815000;"Powiat ropczycko-sędziszowski";"dotacje";"ogółem";"2014";18947324,92;"zł";"";
1815000;"Powiat ropczycko-sędziszowski";"dotacje";"ogółem";"2015";15792862,67;"zł";"";
1815000;"Powiat ropczycko-sędziszowski";"dotacje";"ogółem";"2016";13535390,71;"zł";"";
1815000;"Powiat ropczycko-sędziszowski";"dotacje";"ogółem";"2017";17718787,16;"zł";"";
1815000;"Powiat ropczycko-sędziszowski";"dotacje";"ogółem";"2018";32110007,21;"zł";"";
1816000;"Powiat rzeszowski";"dotacje";"ogółem";"2014";56366740,18;"zł";"";
1816000;"Powiat rzeszowski";"dotacje";"ogółem";"2015";57541680,69;"zł";"";
1816000;"Powiat rzeszowski";"dotacje";"ogółem";"2016";45873996,35;"zł";"";
1816000;"Powiat rzeszowski";"dotacje";"ogółem";"2017";44098886,12;"zł";"";
1816000;"Powiat rzeszowski";"dotacje";"ogółem";"2018";37503916,14;"zł";"";
1817000;"Powiat sanocki";"dotacje";"ogółem";"2014";31638054,66;"zł";"";
1817000;"Powiat sanocki";"dotacje";"ogółem";"2015";18963455,89;"zł";"";
1817000;"Powiat sanocki";"dotacje";"ogółem";"2016";19805250,29;"zł";"";
1817000;"Powiat sanocki";"dotacje";"ogółem";"2017";24988210,92;"zł";"";
1817000;"Powiat sanocki";"dotacje";"ogółem";"2018";23499884,83;"zł";"";
1818000;"Powiat stalowowolski";"dotacje";"ogółem";"2014";23574120,19;"zł";"";
1818000;"Powiat stalowowolski";"dotacje";"ogółem";"2015";38846845,31;"zł";"";
1818000;"Powiat stalowowolski";"dotacje";"ogółem";"2016";20508405,08;"zł";"";
1818000;"Powiat stalowowolski";"dotacje";"ogółem";"2017";36566898,43;"zł";"";
1818000;"Powiat stalowowolski";"dotacje";"ogółem";"2018";28069107,31;"zł";"";
1819000;"Powiat strzyżowski";"dotacje";"ogółem";"2014";28704172,34;"zł";"";
1819000;"Powiat strzyżowski";"dotacje";"ogółem";"2015";22011431,82;"zł";"";
1819000;"Powiat strzyżowski";"dotacje";"ogółem";"2016";18870473,57;"zł";"";
1819000;"Powiat strzyżowski";"dotacje";"ogółem";"2017";21626593,32;"zł";"";
1819000;"Powiat strzyżowski";"dotacje";"ogółem";"2018";23813788,89;"zł";"";
1820000;"Powiat tarnobrzeski";"dotacje";"ogółem";"2014";15475702,00;"zł";"";
1820000;"Powiat tarnobrzeski";"dotacje";"ogółem";"2015";12854170,81;"zł";"";
1820000;"Powiat tarnobrzeski";"dotacje";"ogółem";"2016";9828010,79;"zł";"";
1820000;"Powiat tarnobrzeski";"dotacje";"ogółem";"2017";11075888,69;"zł";"";
1820000;"Powiat tarnobrzeski";"dotacje";"ogółem";"2018";11807685,39;"zł";"";
1821000;"Powiat leski";"dotacje";"ogółem";"2014";9186023,51;"zł";"";
1821000;"Powiat leski";"dotacje";"ogółem";"2015";9040427,24;"zł";"";
1821000;"Powiat leski";"dotacje";"ogółem";"2016";7384650,07;"zł";"";
1821000;"Powiat leski";"dotacje";"ogółem";"2017";11455325,82;"zł";"";
1821000;"Powiat leski";"dotacje";"ogółem";"2018";16656615,25;"zł";"";
2001000;"Powiat augustowski";"dotacje";"ogółem";"2014";15361889,24;"zł";"";
2001000;"Powiat augustowski";"dotacje";"ogółem";"2015";25016936,33;"zł";"";
2001000;"Powiat augustowski";"dotacje";"ogółem";"2016";16193749,68;"zł";"";
2001000;"Powiat augustowski";"dotacje";"ogółem";"2017";21168243,67;"zł";"";
2001000;"Powiat augustowski";"dotacje";"ogółem";"2018";19862121,54;"zł";"";
2002000;"Powiat białostocki";"dotacje";"ogółem";"2014";46168259,69;"zł";"";
2002000;"Powiat białostocki";"dotacje";"ogółem";"2015";45378099,06;"zł";"";
2002000;"Powiat białostocki";"dotacje";"ogółem";"2016";41358768,80;"zł";"";
2002000;"Powiat białostocki";"dotacje";"ogółem";"2017";39838920,31;"zł";"";
2002000;"Powiat białostocki";"dotacje";"ogółem";"2018";57107099,48;"zł";"";
2003000;"Powiat bielski";"dotacje";"ogółem";"2014";16938366,53;"zł";"";
